,location,latitude,longitude,elevation,condition,temperature,humidity,pressure,time
558,Tokyo Japan,35.6803997,139.7690174,4.026061058,Overcast,65.77,0.9,1000,1528664400
559,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,65.96,0.98,1000,1528668000
560,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,66.7,0.96,1000,1528671600
561,Tokyo Japan,35.6803997,139.7690174,4.026061058,Foggy,67.07,0.95,1000,1528675200
562,Tokyo Japan,35.6803997,139.7690174,4.026061058,Foggy,67.78,0.95,1000,1528678800
563,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,67.25,0.96,1000,1528682400
564,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,67.22,0.93,1000,1528686000
565,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,67.72,0.95,1000,1528689600
566,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,67.78,0.95,1000,1528693200
567,Tokyo Japan,35.6803997,139.7690174,4.026061058,Foggy,67.88,0.97,1000,1528696800
568,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,67.94,0.98,1000,1528700400
569,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,67.95,0.98,1000,1528704000
570,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,68.17,0.99,1000,1528707600
571,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,66.3,1,1000,1528711200
572,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,67.67,0.95,1000,1528714800
573,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,68.1,0.94,1000,1528718400
574,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,67.81,0.95,1000,1528722000
575,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,69.56,0.85,1000,1528725600
576,Tokyo Japan,35.6803997,139.7690174,4.026061058,Clear,66.93,0.88,1000,1529247600
577,Tokyo Japan,35.6803997,139.7690174,4.026061058,Clear,66.11,0.89,1000,1529251200
578,Tokyo Japan,35.6803997,139.7690174,4.026061058,Partly Cloudy,66.52,0.89,1000,1529254800
579,Tokyo Japan,35.6803997,139.7690174,4.026061058,Partly Cloudy,66.52,0.92,1000,1529258400
580,Tokyo Japan,35.6803997,139.7690174,4.026061058,Partly Cloudy,66.52,0.92,1000,1529262000
581,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,66.52,0.92,1000,1529265600
582,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,66.52,0.88,1000,1529269200
583,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,64.74,0.82,1000,1529272800
584,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,65.77,0.79,1000,1529276400
585,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,68.51,0.8,1000,1529280000
586,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,69,0.83,1000,1529283600
587,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,69.05,0.83,1000,1529287200
588,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,71.42,0.74,1000,1529290800
589,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,69.41,0.82,1000,1529294400
590,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,69.97,0.84,1000,1529298000
591,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,68.64,0.86,1000,1529301600
592,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,69.15,0.85,1000,1529305200
593,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,68.8,0.85,1000,1529308800
594,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,67.81,0.89,1000,1529312400
595,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,67.81,0.95,1000,1529316000
596,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,66.01,1,1000,1529319600
597,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,67.8,0.99,1000,1529323200
598,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,67.81,1,1000,1529326800
599,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,67.81,1,1000,1529330400
600,Tokyo Japan,35.6803997,139.7690174,4.026061058,Clear,73.14,0.83,1000,1529852400
601,Tokyo Japan,35.6803997,139.7690174,4.026061058,Clear,72.73,0.83,1000,1529856000
602,Tokyo Japan,35.6803997,139.7690174,4.026061058,Clear,71.36,0.91,1000,1529859600
603,Tokyo Japan,35.6803997,139.7690174,4.026061058,Clear,71.36,0.87,1000,1529863200
604,Tokyo Japan,35.6803997,139.7690174,4.026061058,Clear,69.37,0.95,1000,1529866800
605,Tokyo Japan,35.6803997,139.7690174,4.026061058,Clear,69.37,0.9,1000,1529870400
606,Tokyo Japan,35.6803997,139.7690174,4.026061058,Clear,74.37,0.8,1000,1529877600
607,Tokyo Japan,35.6803997,139.7690174,4.026061058,Clear,77.57,0.76,1000,1529881200
608,Tokyo Japan,35.6803997,139.7690174,4.026061058,Clear,80.41,0.69,1000,1529884800
609,Tokyo Japan,35.6803997,139.7690174,4.026061058,Partly Cloudy,81.58,0.64,1000,1529888400
610,Tokyo Japan,35.6803997,139.7690174,4.026061058,Partly Cloudy,83.4,0.61,1000,1529892000
611,Tokyo Japan,35.6803997,139.7690174,4.026061058,Partly Cloudy,88.08,0.49,1000,1529895600
612,Tokyo Japan,35.6803997,139.7690174,4.026061058,Partly Cloudy,88.3,0.45,1000,1529899200
613,Tokyo Japan,35.6803997,139.7690174,4.026061058,Partly Cloudy,89.77,0.48,1000,1529902800
614,Tokyo Japan,35.6803997,139.7690174,4.026061058,Partly Cloudy,88.39,0.51,1000,1529906400
615,Tokyo Japan,35.6803997,139.7690174,4.026061058,Partly Cloudy,87.98,0.46,1000,1529910000
616,Tokyo Japan,35.6803997,139.7690174,4.026061058,Partly Cloudy,86.49,0.52,1000,1529913600
617,Tokyo Japan,35.6803997,139.7690174,4.026061058,Clear,85.58,0.46,1000,1529917200
618,Tokyo Japan,35.6803997,139.7690174,4.026061058,Partly Cloudy,82.16,0.54,1000,1529920800
619,Tokyo Japan,35.6803997,139.7690174,4.026061058,Partly Cloudy,77.57,0.75,1000,1529924400
620,Tokyo Japan,35.6803997,139.7690174,4.026061058,Partly Cloudy,75.77,0.76,1000,1529928000
621,Tokyo Japan,35.6803997,139.7690174,4.026061058,Partly Cloudy,74.4,0.8,1000,1529931600
622,Tokyo Japan,35.6803997,139.7690174,4.026061058,Partly Cloudy,73.19,0.89,1000,1529935200
623,Tokyo Japan,35.6803997,139.7690174,4.026061058,Partly Cloudy,80.34,0.7,1000,1530457200
624,Tokyo Japan,35.6803997,139.7690174,4.026061058,Partly Cloudy,79.93,0.71,1000,1530460800
625,Tokyo Japan,35.6803997,139.7690174,4.026061058,Partly Cloudy,78.56,0.75,1000,1530464400
626,Tokyo Japan,35.6803997,139.7690174,4.026061058,Partly Cloudy,78.15,0.76,1000,1530468000
627,Tokyo Japan,35.6803997,139.7690174,4.026061058,Partly Cloudy,78.15,0.76,1000,1530471600
628,Tokyo Japan,35.6803997,139.7690174,4.026061058,Partly Cloudy,78.15,0.79,1000,1530475200
629,Tokyo Japan,35.6803997,139.7690174,4.026061058,Partly Cloudy,79.93,0.75,1000,1530478800
630,Tokyo Japan,35.6803997,139.7690174,4.026061058,Partly Cloudy,81.76,0.7,1000,1530482400
631,Tokyo Japan,35.6803997,139.7690174,4.026061058,Partly Cloudy,85.34,0.63,1000,1530486000
632,Tokyo Japan,35.6803997,139.7690174,4.026061058,Partly Cloudy,85.75,0.61,1000,1530489600
633,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,86.58,0.63,1000,1530493200
634,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,87.6,0.65,1000,1530496800
635,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,89.41,0.61,1000,1530500400
636,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,89.41,0.63,1000,1530504000
637,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,88.4,0.64,1000,1530507600
638,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,88.89,0.62,1000,1530511200
639,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,86.78,0.66,1000,1530514800
640,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,87.6,0.63,1000,1530518400
641,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,85.2,0.68,1000,1530522000
642,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,82.22,0.75,1000,1530525600
643,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,81.58,0.75,1000,1530529200
644,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,81.58,0.75,1000,1530532800
645,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,81.17,0.76,1000,1530536400
646,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,81.17,0.74,1000,1530540000
647,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,78.15,0.89,1000,1531062000
648,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,77.74,0.89,1000,1531065600
649,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,79.1,0.88,1000,1531069200
650,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,77.74,0.92,1000,1531072800
651,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,76.33,0.97,1000,1531076400
652,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,75.93,0.98,1000,1531080000
653,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,77.74,0.92,1000,1531083600
654,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,79.51,0.93,1000,1531087200
655,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,80.39,0.84,1000,1531090800
656,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,83.11,0.78,1000,1531094400
657,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,82.6,0.76,1000,1531098000
658,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,86.8,0.68,1000,1531101600
659,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,86.8,0.68,1000,1531105200
660,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,85.88,0.68,1000,1531108800
661,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,86.8,0.68,1000,1531112400
662,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,86.54,0.68,1000,1531116000
663,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,85,0.72,1000,1531119600
664,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,84.38,0.74,1000,1531123200
665,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,84.02,0.75,1000,1531126800
666,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,82.16,0.78,1000,1531130400
667,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,80.34,0.86,1000,1531134000
668,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,80.34,0.86,1000,1531137600
669,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,80.34,0.86,1000,1531141200
670,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,78.98,0.9,1000,1531144800
671,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,82.16,0.84,1011.87,1531666800
672,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,82.84,0.82,1011.69,1531670400
673,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,83.01,0.79,1011.63,1531674000
674,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,81.98,0.81,1011.78,1531677600
675,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,81.59,0.83,1011.81,1531681200
676,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,81.51,0.83,1012.02,1531684800
677,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,83.83,0.77,1012.13,1531688400
678,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,86.02,0.76,1012.24,1531692000
679,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,86.16,0.76,1012.25,1531695600
680,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,87.91,0.76,1012.35,1531699200
681,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,88.25,0.71,1012.12,1531702800
682,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,90.79,0.69,1011.85,1531706400
683,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,90.52,0.68,1011.36,1531710000
684,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,91.12,0.66,1011.03,1531713600
685,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,91.16,0.66,1010.82,1531717200
686,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,90.79,0.66,1010.85,1531720800
687,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,89.36,0.66,1010.75,1531724400
688,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,86.84,0.72,1010.74,1531728000
689,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,85.89,0.73,1011.06,1531731600
690,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,83.48,0.78,1011.39,1531735200
691,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,83.14,0.79,1011.84,1531738800
692,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,82.43,0.85,1012.89,1531742400
693,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,82.78,0.78,1012.8,1531746000
694,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,80.65,0.85,1012.77,1531749600
695,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,86.63,0.71,1007.21,1532271600
696,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,86.83,0.71,1006.64,1532275200
697,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,83.3,0.74,1006.68,1532278800
698,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,86.08,0.69,1006.57,1532282400
699,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,85.99,0.65,1006.94,1532286000
700,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,85.6,0.65,1006.92,1532289600
701,Tokyo Japan,35.6803997,139.7690174,4.026061058,Clear,87.68,0.59,1007.14,1532293200
702,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,88.13,0.6,1007.17,1532296800
703,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,88.29,0.6,1007.18,1532300400
704,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,89.58,0.57,1006.84,1532304000
705,Tokyo Japan,35.6803997,139.7690174,4.026061058,Clear,93.76,0.48,1006.41,1532307600
706,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,94.66,0.49,1005.94,1532311200
707,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,95.07,0.49,1005.38,1532314800
708,Tokyo Japan,35.6803997,139.7690174,4.026061058,Clear,95.5,0.47,1004.99,1532318400
709,Tokyo Japan,35.6803997,139.7690174,4.026061058,Clear,97.61,0.44,1004.56,1532322000
710,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,98.16,0.44,1004.65,1532325600
711,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,96.15,0.5,1004.36,1532329200
712,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,93.17,0.55,1004.52,1532332800
713,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,92.87,0.52,1004.81,1532336400
714,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,91.04,0.55,1005.39,1532340000
715,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,90.34,0.57,1005.92,1532343600
716,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,86.06,0.67,1006.65,1532347200
717,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,85.9,0.64,1006.68,1532350800
718,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,84.57,0.71,1006.63,1532354400
719,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,79.48,0.91,1009.45,1532876400
720,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,77.71,0.95,1009.3,1532880000
721,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,77.81,0.94,1009.29,1532883600
722,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,77.51,0.97,1009.38,1532887200
723,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,76.22,0.92,1009.45,1532890800
724,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,76.58,1,1009.52,1532894400
725,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,79.55,0.91,1009.71,1532898000
726,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,80.02,0.9,1009.86,1532901600
727,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,79.96,0.9,1010.07,1532905200
728,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,83.8,0.78,1010.23,1532908800
729,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,85.58,0.7,1010,1532912400
730,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,88.47,0.67,1009.46,1532916000
731,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,87,0.69,1008.93,1532919600
732,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,87.18,0.69,1008.45,1532923200
733,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,86.74,0.69,1008.11,1532926800
734,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,85.8,0.71,1008.27,1532930400
735,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,88.42,0.68,1008.08,1532934000
736,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,86.89,0.72,1007.98,1532937600
737,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Foggy,88.22,0.64,1008.06,1532941200
738,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,83.59,0.77,1008.37,1532944800
739,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,81.52,0.83,1008.84,1532948400
740,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,80.69,0.86,1009.29,1532952000
741,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,80.48,0.86,1009.24,1532955600
742,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,80.26,0.89,1008.81,1532959200
743,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,83.94,0.85,1003.94,1533481200
744,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,84.07,0.85,1003.56,1533484800
745,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,82.52,0.89,1003.37,1533488400
746,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,82.34,0.9,1003.23,1533492000
747,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,81.6,0.91,1003.36,1533495600
748,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,81.52,0.9,1003.46,1533499200
749,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,83.47,0.84,1003.7,1533502800
750,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,83.59,0.87,1003.84,1533506400
751,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,83.64,0.87,1003.75,1533510000
752,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,85.68,0.8,1004.12,1533513600
753,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,83.98,0.85,1003.92,1533517200
754,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,87.63,0.77,1003.61,1533520800
755,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,88.63,0.75,1003.32,1533524400
756,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,89.23,0.73,1003.13,1533528000
757,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,90.62,0.66,1002.9,1533531600
758,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,89.84,0.68,1003.02,1533535200
759,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,87.14,0.73,1003.42,1533538800
760,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,86.73,0.73,1004.03,1533542400
761,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,84.54,0.77,1004.84,1533546000
762,Tokyo Japan,35.6803997,139.7690174,4.026061058,Possible Light Rain and Humid,80.46,0.85,1005.56,1533549600
763,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,78.86,0.85,1006.21,1533553200
764,Tokyo Japan,35.6803997,139.7690174,4.026061058,Possible Light Rain and Humid,77.55,0.86,1006.97,1533556800
765,Tokyo Japan,35.6803997,139.7690174,4.026061058,Possible Light Rain and Humid,76.15,0.89,1007.09,1533560400
766,Tokyo Japan,35.6803997,139.7690174,4.026061058,Possible Light Rain and Humid,74.97,0.92,1007.12,1533564000
767,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,81.42,0.86,1011.85,1534086000
768,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,79.18,0.92,1011.71,1534089600
769,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,79.34,0.94,1011.57,1534093200
770,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,78.07,0.95,1011.69,1534096800
771,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,77.73,0.96,1011.87,1534100400
772,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,78.67,0.92,1012.15,1534104000
773,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,77.95,1,1012.43,1534107600
774,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,80.96,0.9,1012.66,1534111200
775,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,83.43,0.84,1012.84,1534114800
776,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,85.23,0.82,1012.86,1534118400
777,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,88.12,0.73,1012.56,1534122000
778,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,88.1,0.73,1012.07,1534125600
779,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,90.63,0.66,1011.62,1534129200
780,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,91.23,0.69,1011.3,1534132800
781,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,91.77,0.64,1011.02,1534136400
782,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,84.79,0.75,1010.94,1534140000
783,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,83.01,0.8,1010.73,1534143600
784,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Partly Cloudy,83.05,0.79,1010.8,1534147200
785,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,78.74,0.88,1010.92,1534150800
786,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,81.09,0.79,1011.18,1534154400
787,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,82.31,0.77,1011.66,1534158000
788,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,81.19,0.81,1012.29,1534161600
789,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,81.15,0.84,1012.51,1534165200
790,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid,81.34,0.84,1012.45,1534168800
791,Tokyo Japan,35.6803997,139.7690174,4.026061058,Clear,74.72,0.67,1014.68,1534690800
792,Tokyo Japan,35.6803997,139.7690174,4.026061058,Clear,76.03,0.64,1014.42,1534694400
793,Tokyo Japan,35.6803997,139.7690174,4.026061058,Clear,74.51,0.71,1014.14,1534698000
794,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,73.91,0.69,1014,1534701600
795,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,73.39,0.7,1014.17,1534705200
796,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,73.65,0.69,1014.43,1534708800
797,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,74.26,0.67,1014.58,1534712400
798,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,73.03,0.71,1014.55,1534716000
799,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,75.77,0.65,1014.71,1534719600
800,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,76.13,0.67,1014.93,1534723200
801,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,77.03,0.64,1014.54,1534726800
802,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,77.91,0.64,1014.04,1534730400
803,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,79.25,0.66,1013.35,1534734000
804,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,78.79,0.67,1012.77,1534737600
805,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,78.85,0.67,1012.47,1534741200
806,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,79,0.73,1012.39,1534744800
807,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,77.85,0.79,1012.41,1534748400
808,Tokyo Japan,35.6803997,139.7690174,4.026061058,Mostly Cloudy,78.32,0.77,1012.46,1534752000
809,Tokyo Japan,35.6803997,139.7690174,4.026061058,Humid and Mostly Cloudy,76.99,0.85,1012.3,1534755600
